date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,OT
2023-7-26,29.7,18,23.3,26,19.4,96,79,87,87,87,5.3,0.6,2.8,3.2,2.2,711.1,417.2,550.9,505.7,615.1,15.9,15.9,16.3,16.3,12.35,12.4,10401
2023-7-27,29.2,18,23.9,26.3,20.4,95,82,86,86,86,5.3,0.9,3.1,3.6,2.4,685,445.8,576.8,538.7,630.8,15.9,15.9,16.3,16.3,12.05,12.15,11170
2023-7-28,29.5,18.5,22.9,25.3,19.5,96,81,88,88,89,5.2,0.7,2.5,3,1.9,679,460.6,584.1,545,640.1,15.9,15.9,16.3,16.3,11.15,11.3,12285
2023-7-29,26.9,18.8,22.1,23.9,19.6,96,88,91,92,89,2.3,1.1,1.7,1.7,1.8,665.2,204.2,456.1,375.7,569.4,15.9,15.9,16.3,16.3,8.55,8.55,9214
2023-7-30,30.3,19.1,23.8,26.3,20.3,93,83,88,89,88,5.4,1.2,2.6,3,2.1,676.6,377.2,583.1,535.2,648.9,15.9,15.9,16.3,16.3,12.2,12.25,10071
2023-7-31,31.3,18,24.3,27.2,20.4,98,79,88,89,88,6.3,0.3,2.8,3.3,2.1,688.4,341.7,564.8,537.7,602.2,15.9,15.9,16.3,16.3,13.55,14,12915
2023-8-1,30.4,18,24.1,26.9,20.1,97,79,86,86,87,6,0.6,3.2,3.8,2.4,691.9,388.1,579.6,552.8,616.6,15.9,15.9,16.3,16.3,17.2,17.3,12609
2023-8-2,30.6,18.2,24.3,26.9,20.7,92,80,87,87,86,5.9,1.6,3.1,3.5,2.5,728,417,585,554,627,15.9,18.2,16.3,21.2,18.4,18.45,12965
2023-8-3,30.9,19.5,25,27.8,20.7,92,83,87,87,87,5.6,1.9,3.1,3.6,2.4,687,421,578,533,645,25.4,20.8,27.4,24,18.2,18.45,13133
2023-8-4,31.5,19.5,25.7,28.1,21,90,82,86,86,87,6.1,2,3.5,4.1,2.5,702.7,434,584.5,553.2,644.6,18.7,20.7,27.1,21.7,19,19.05,9160
2023-8-5,31.1,18.8,24.4,25.7,20,90,84,87,87,87,5,1.8,2.9,3.1,2.2,876.7,414.7,571.3,559,611.4,26.3,21.5,26.7,21.7,12.4,13.35,7368
2023-8-6,29.3,16.6,22.5,25.3,18.7,91,68,83,81,87,9.2,1.3,3.7,4.8,2.2,695.8,362.9,551.5,517.5,596.4,23.7,22.6,23.9,22.4,17.3,18.1,6706
2023-8-7,29.7,17.6,23.2,26,19.4,88,69,81,79,85,9.2,1.8,4.2,5.4,2.5,692.4,435,576.5,556.8,603.2,26.2,23,27.4,23,18.45,19.3,10080
2023-8-8,30.4,17.1,23.2,26.1,19.3,89,74,84,82,86,7.6,1.5,3.6,4.5,2.3,723.9,430,578.8,560,603.9,25.4,22.7,27.8,23.3,18.2,18.5,7988
2023-8-9,29.7,17.1,23.4,26.5,19.3,90,72,84,82,87,7.5,1.4,3.6,4.6,2.2,709.6,417.2,571,537.1,616.4,26.7,23.8,28.6,23.1,18.3,19.15,8219
2023-8-10,29.6,17.1,23.4,26.6,19.3,92,76,85,84,87,6.9,1.4,3.3,4.2,2.2,716,414.2,556,509.5,616.7,27.7,23.5,29,23.7,18.25,19.15,8276
2023-8-11,31.1,18.4,24.2,27.1,20.3,89,72,85,84,86,8.2,1.8,3.5,4.2,2.5,753.5,403.4,582.6,535.3,644.6,28.2,22.3,29.7,20.4,16.45,17.25,8799
2023-8-12,28.3,17.6,21.6,23.8,18.8,96,87,91,92,90,2.6,0.8,1.6,1.6,1.6,840.7,440.9,621.5,596.6,652.9,23.3,19,26,18.6,11.3,11.3,6828
2023-8-13,30.9,16.8,23.2,26.1,19.5,94,72,86,85,88,8.8,1.2,3.2,4,2.1,745.6,412.7,569.3,519.5,634.3,17,20.8,17.2,21,14.4,16.45,6496
2023-8-14,29.8,17.5,24,27,20.1,90,72,84,81,87,8.6,1.5,3.9,5,2.4,779.1,429.6,592.5,543.8,655.3,27.8,24.6,31.6,24.1,17,17.05,6944
2023-8-15,30.6,17.4,24,27.3,19.7,89,71,83,81,86,9.2,1.6,4,5.1,2.5,787.5,406.3,598.5,558.1,650.4,31.6,22.8,31.6,23.6,17.15,17.15,6555
2023-8-16,30.2,17.6,24.2,27.5,19.9,89,73,83,82,85,8.2,1.7,4,5.1,2.7,772.2,413.2,572.4,509.2,653.5,27.1,22.6,29.8,23.7,17.15,17.15,7982
2023-8-17,30.5,18.1,24.4,27.6,20.3,90,77,84,83,86,7.3,1.7,3.7,4.7,2.5,765.3,416.7,600.7,561.7,650.4,28.4,22.8,29.6,23.6,17.15,17.15,8582
2023-8-18,30.2,17.9,23.9,27,20,94,82,87,87,87,5.2,1.7,2.9,3.3,2.3,827.9,417.7,609.3,569.9,658.1,27.1,22.9,30.2,24.1,13.25,13.3,8551
2023-8-19,30.9,17.9,23.6,26.8,19.5,93,78,86,86,87,6.9,1.6,3,3.6,2.3,774.7,411.3,619.4,572.8,677.6,26.1,22.4,28.3,23.5,15.15,15.15,6337
2023-8-20,31.4,17.8,23.4,26.5,19.6,92,82,86,86,86,5.9,1.7,3,3.5,2.4,764.8,362.5,582.6,525.5,653.9,26.3,22.2,28.3,23.6,12,12.1,4561
2023-8-21,30.9,17.1,23.1,25.5,20.2,96,76,86,86,87,7.6,0.8,3,3.6,2.3,757.4,404.8,596.7,555.5,648.1,24.5,24,29,24.2,11.45,11.45,3619
2023-8-22,29.8,16,23.2,26.9,18.6,90,72,83,81,86,7.7,1.4,3.8,4.9,2.3,776.2,413.2,589.2,542.2,647.9,27.9,22.6,29.5,22.8,17.1,17.1,3249
2023-8-23,28.9,15.9,22.4,25.7,18.3,90,66,82,79,86,9.7,1.4,4,5.3,2.3,787.5,429.6,585.4,556,621.6,24.9,17.8,26.3,18,17.3,17.3,3522
2023-8-24,28.7,15.7,21.4,24.3,17.8,94,69,85,83,86,8.9,1,3.2,4,2.1,726.4,440.4,574.1,517.4,643.6,14.9,17.6,15.3,16.9,14.15,14.15,4121
2023-8-25,28.3,16.7,22.1,25.1,18.4,89,77,84,82,86,6.3,1.5,3.4,4.4,2.2,725.4,449.3,597.2,555.5,647.8,25.1,17.9,27.3,18.7,17.45,17.4,5536
2023-8-26,27.8,16.3,21.1,24,17.7,92,79,86,86,88,5.7,1.4,2.6,3.3,1.9,716,403.9,566.8,495.8,653.1,23.8,17.8,25.7,18.7,11.25,11.25,6071
2023-8-27,23.3,15.8,19,21,16.6,97,87,92,93,92,2.1,0.7,1.2,1.3,1.2,705.2,333.9,552.5,498.9,616.8,23.1,16.4,27.5,18.2,9.45,9.45,5781
2023-8-28,27.1,15,19.9,22.6,16.8,95,77,88,87,89,5.8,1.1,2.3,2.8,1.6,727.8,272.2,555.6,519.7,598.6,23.8,19.1,28.6,20.6,10.15,14.15,4263
2023-8-29,27.4,13.9,20.7,24.1,16.4,92,76,85,82,88,5.7,1,3,4.1,1.7,697.3,436.5,574.8,543.5,612.7,25.5,18.7,26.3,21.1,10.15,14.15,5080
2023-8-30,25.9,15,20.4,23.3,16.9,95,68,83,78,89,7.5,0.6,3.3,4.8,1.6,714.5,436.9,605.1,582.9,631.5,25.5,18,28.3,28.3,10.15,14.15,4548
2023-8-31,27.9,16.9,22.3,25.2,18.9,97,76,86,84,89,6,0.5,3,3.9,1.9,753,424.1,603.1,561.1,651.2,22.4,18.2,27.4,18.7,10.15,14.15,3891
2023-9-1,28.1,15.7,21.9,25.1,18.2,97,79,87,86,87,5.8,0.5,2.8,3.5,2,748.5,430.5,583.6,536.7,638.2,16,17,18.7,20.8,15.3,15.25,6481
2023-9-2,26.9,16.8,21.9,24.6,18.8,96,69,84,80,89,7.7,0.7,3.3,4.7,1.8,731.8,433,590.8,559.3,627.6,27.9,18.2,28.8,18.5,16.05,16,5592
2023-9-3,28.8,17.1,22.9,26.1,19.3,96,78,87,86,89,6.1,0.7,2.9,3.8,1.9,754,456.2,596.9,533.6,669.5,15.7,16.6,16.3,16.6,13.25,13.15,7405
2023-9-4,30.1,16.7,23.3,26.8,19.3,92,79,86,84,88,6.6,1.1,3.2,4.2,2.1,755.4,444.8,614.3,572.2,662.8,28.9,19.4,30.5,20.7,13.15,13.1,5984
2023-9-5,29.8,16,22.7,26.2,18.7,94,74,85,82,88,7,0.8,3.3,4.6,1.9,752.5,443.4,637.5,626.9,649.6,29.3,18.3,30.5,18.6,13.45,13.1,7644
2023-9-6,29.6,16.4,22.7,25.6,19.3,97,76,87,86,88,6.4,0.5,3,3.7,2.1,741.2,452.7,620.2,590.8,653.8,14.8,18,15.1,18.9,13.15,13.05,7102
2023-9-7,28.5,16.5,22.4,25.5,18.8,92,73,83,80,87,7.6,1.1,3.6,5,2.1,744.6,455.7,630.6,604.2,659.3,30.2,22.9,29,22.1,14.05,14,6476
2023-9-8,29.2,16.6,22.7,26,18.9,91,76,85,83,87,6.9,1.3,3.2,4.2,2.2,753.5,432,632.2,595.4,673.4,28.9,22.4,28.5,21,14,13.05,5918
2023-9-9,29.1,17.4,23,26.2,19.4,91,82,86,86,87,4.9,1.5,3,3.6,2.2,751.5,434.5,618.6,579.8,661.7,30.7,21.1,30.9,21.5,11.05,10.55,5343
2023-9-10,28.4,17.4,22.1,24.6,19.4,97,79,88,88,89,5.8,0.6,2.4,2.9,1.8,810.2,475.9,649.8,589.8,715.9,27.7,21,28.9,21.1,10.4,10.4,7604
2023-9-11,28.1,17.2,22.4,25.5,19,92,78,86,85,87,6,1.2,2.9,3.6,2.1,802.3,450.3,603.2,529.8,684,29.9,20.7,29.6,20.4,11.4,11.4,6710
2023-9-12,24.5,15.6,19.6,22,17,95,84,89,89,90,3.5,0.9,1.8,2.2,1.5,795.9,429.6,602.4,573.7,633.9,25.4,18.8,24.8,24.8,10.4,10.4,7359
2023-9-13,26.7,14.3,19.9,23.3,16.2,94,71,85,81,90,6.2,0.7,2.8,4.1,1.4,741.6,462.1,611.1,609.3,613.1,25.4,15.8,28.2,15.6,14.3,14.2,8153
2023-9-14,26.2,14.5,19.8,22.6,16.8,95,70,85,81,88,6.5,0.7,2.9,4.1,1.7,809.7,467.5,640.3,652.1,627.4,14.1,16.5,13.7,21.5,13.55,13.5,7595
2023-9-15,26.5,15.3,20.6,24,17.1,96,73,85,81,90,6.2,0.6,3,4.3,1.6,777.6,465,637.2,623.8,651.4,26.8,16.8,30.3,16.6,13.05,13,7547
2023-9-16,26.3,15.2,20.3,23.3,17.2,95,74,86,84,89,6.1,0.6,2.7,3.6,1.7,753.5,460.1,631.5,604.1,660.9,14.6,14.5,14.3,14.3,10.5,10.45,5431
2023-9-17,26.8,16,21.1,23.7,18.3,96,75,86,84,89,5.9,0.5,2.7,3.7,1.8,755.4,469,621.5,601.8,642.2,14.3,14.3,14.3,14.3,12.35,12.3,2489
2023-9-18,29.7,16.7,23,26.4,19.4,94,79,87,86,89,5.7,1.1,2.8,3.7,1.9,815.1,454.2,613.4,556.9,673.1,14.3,16.6,14.3,18.2,12.4,12.3,3256
2023-9-19,25.5,16.6,20.7,23.5,17.8,97,87,92,93,92,3.1,0.4,1.4,1.5,1.2,777.6,460.6,602.9,569.6,637.8,26.6,17.6,29.5,19.2,10.5,10.5,3895
2023-9-20,26.5,15.4,20.8,24.1,17.4,96,70,85,82,88,6.5,0.7,2.9,4,1.8,856.5,437.9,620.1,616.2,624,28.1,17.6,27.4,19.9,19,18.5,5283
2023-9-21,26.8,15.1,20.4,23.7,16.9,95,65,83,80,87,8.7,0.7,3.3,4.7,1.9,720.8,429.3,598.4,590,606.5,22.5,17.2,24.9,16.3,17.2,17.15,5294
2023-9-22,26.5,15.3,20.4,23.3,17.5,97,74,86,82,90,6.3,0.5,2.8,4,1.5,811.6,436.5,614,604.8,623.5,14.9,14.9,14.4,14.4,14.55,14.5,6185
2023-9-23,26.4,16.2,20.2,23,17.3,97,73,87,84,90,6.2,0.4,2.5,3.5,1.5,722.9,416.2,598.7,575.9,622.2,14.9,14.9,14.4,14.4,11.5,11.5,6355
2023-9-24,24.1,15.4,18.9,21.2,16.5,98,87,94,95,93,2.3,0.4,1,1,1,722.4,339.3,545.9,480.1,613.1,14.9,14.5,14.4,14.4,13.45,13.45,5547
2023-9-25,26.5,16.2,19.9,22,17.8,98,75,90,87,92,6.3,0.4,1.9,2.6,1.2,724.9,443.4,606.6,566.1,647.3,14.1,14.1,14.4,14.4,12.55,12.4,5124
2023-9-26,24.6,16.1,19.7,22.2,17.2,98,77,89,87,91,5.2,0.4,2,2.8,1.3,747.1,437.4,590.5,528,653.4,14.1,14.1,14.4,14.4,11.55,11.55,4519
2023-9-27,23.3,16.2,19.2,21.3,17.1,96,78,89,86,92,4.5,0.6,2,2.7,1.2,730.8,453.2,594.3,534.7,651.8,14.1,14.1,14.4,14.4,12.15,12.35,4377
2023-9-28,26.3,16.4,20.7,22.7,18.8,97,68,87,82,92,7.7,0.4,2.6,4,1.3,780.6,479.3,647.9,648.5,647.4,14.1,14.1,14.4,14.4,13.5,13.25,4881
2023-9-29,26.6,17.4,21.2,23.6,18.8,94,73,85,80,90,6.7,0.9,3,4.4,1.6,675,468,564.4,580.8,548.3,14.1,14.1,14.4,14.4,13.05,12.45,6023
2023-9-30,26.1,13.2,18.7,22.7,14.9,93,70,83,79,86,6.3,1,3.1,4.5,1.8,736.2,468.5,600.3,619.1,581.7,14.1,13.7,14.4,13.2,15.35,15.3,8332
2023-10-1,26.2,12.5,18.9,22,15.9,93,70,83,78,87,6.9,0.9,3.2,4.6,1.8,790.4,481.8,616.9,634.3,600,12.3,12.3,11.5,11.5,7.1,7.15,9735
2023-10-2,26.8,13.9,20.5,22.7,18.3,93,69,80,79,82,6.6,0.9,3.7,4.6,2.9,732.3,453.2,596.4,632.1,561.7,12.3,12.3,11.5,11.5,1.15,0.55,7536
2023-10-3,26.8,15.5,20.2,23.2,17.2,95,70,85,79,90,6.5,0.7,3,4.6,1.5,768.8,451.2,585.7,596.1,575.7,12.3,12.3,11.5,11.5,3.3,3.2,7840
2023-10-4,25.8,14.4,19.4,22.4,16.4,95,72,87,82,91,6.3,0.7,2.4,3.7,1.2,716.5,422.1,550.1,533.6,565.2,12.3,12.3,11.5,11.5,3.15,3.15,7316
2023-10-5,27.4,14.6,19.2,22.9,15.7,95,70,82,81,83,6.6,0.7,3.3,4.3,2.3,855,465,610.2,666.7,556.7,12.3,12.3,11.5,11.5,4.1,4.2,6674
2023-10-6,26,15,18.8,21.3,16.4,94,76,87,84,90,4.8,0.8,2.3,3.2,1.4,857,426.1,568.2,542.7,592.3,12.3,12.3,11.5,12.8,1.3,1.3,7231
2023-10-7,27.4,15.3,19.3,22.5,16.3,95,73,84,83,86,6.9,0.8,2.9,3.8,2,763.8,425.6,584.9,602.1,568.7,12.3,12.7,19.5,17.2,2.35,2.3,6610
2023-10-8,27.3,14.8,20.2,23.7,17,94,69,85,80,90,6.7,0.8,2.9,4.5,1.4,836.3,457.2,612.9,645.7,582.3,26.2,19.9,25.9,22.2,7.2,7.05,6374
2023-10-9,27.2,15.1,19.8,23.9,16.1,94,70,83,78,88,7.6,0.8,3.3,5.1,1.6,778.1,482.3,628.5,663.6,596,20,19.5,24.4,21.7,11.55,12.1,5879
2023-10-10,27.6,15.4,20.1,23.8,16.8,93,56,83,77,89,11.5,0.9,3.4,5.3,1.6,885,459,602,630,577,21.3,20.1,24.2,20.9,9.1,9.15,5685
2023-10-11,27.5,15.9,21,23.8,17.5,94,64,82,76,90,9.4,1,3.7,5.5,1.6,897,471,634,663,599,22.9,19.9,22.1,18.5,11.35,11.45,4978
2023-10-12,26.3,16.2,20.1,23.2,17.3,95,72,88,84,91,7,0.8,2.3,3.4,1.3,899,395,601,566,633,22.9,20.2,21.6,16.1,8.05,8.3,4851
2023-10-13,26.8,16.3,21,24,18.3,93,71,88,86,90,7.1,1,2.4,3.3,1.6,940,440,615,582,646,28,20.2,27.1,24.3,10.55,12.45,4241
2023-10-14,27.7,15.7,21.4,24.7,18.3,92,58,81,72,89,11.3,1.1,4.2,6.9,1.7,900,523,685,707,664,26.5,22.8,26.7,24.8,12.3,12.45,5412
2023-10-15,27.9,16.9,21.6,24.7,18.9,93,61,82,74,90,10.5,1.1,3.9,6.4,1.6,884,479,656,700,617,22.7,20,27.1,24.4,11.2,11.4,6853
2023-10-16,27.9,16.2,21.7,24.8,19,91,61,82,75,89,10.5,1.2,3.9,6.2,1.8,881,473,665,697,637,26.6,23.9,24.5,26,12.15,12.35,6220
2023-10-17,28.3,18.6,22.3,25,19.9,92,62,80,74,85,10.4,1.3,4.3,6.4,2.6,898,482,624,695,562,25,20.6,27.7,19.6,5.25,6.2,6797
2023-10-18,27.7,17.4,21.5,24.3,19,94,66,89,87,90,9.3,0.9,2.3,3.1,1.6,914,399,555,511,594,18.7,19.2,18.4,17.5,5.15,5.15,6887
2023-10-19,27.4,14.9,20.9,23.9,18.1,92,71,86,84,88,7.8,1.2,2.7,3.6,1.9,910,419,569,544,593,26.5,23.4,23.4,26.3,13.2,13.2,8911
2023-10-20,28.1,15.3,21,24.6,17.9,89,56,77,69,83,12,1.4,4.9,7.5,2.7,903,504,643,689,602,22,26.9,26.5,30.3,13.2,13.35,8756
2023-10-21,28.2,17.4,21.9,24.6,19.5,89,58,79,72,86,11.5,1.7,4.5,6.9,2.5,926,500,664,683,647,24.4,25.7,22.2,39.1,13.35,13.4,8529
2023-10-22,28.1,18.2,23.5,24.9,20.5,90,61,78,73,89,10.6,1.5,5.1,6.6,2,885,507,655,682,600,22.1,19.2,22.9,33,13.35,13.55,9297
2023-10-23,28.4,18.2,22.4,25.1,20.1,94,61,82,72,91,10.8,1,4.1,7,1.6,884,437,626,620,630,18.4,18.4,25.3,22.6,13.3,13.55,8520
2023-10-24,31.1,18.1,22.5,25.6,19.9,93,42,80,68,90,18.8,1.1,4.8,8.6,1.7,914,466,657,664,651,18.6,18.6,26.9,23.2,13.3,13.3,8515
2023-10-25,29.8,18.2,22.6,25.7,20,91,61,81,72,88,11.8,1.4,4.5,7.4,2,806,450,647,620,671,18.9,22.6,27,24.4,13.35,13.35,8601
2023-10-26,27.7,17.9,21.6,24.6,19.1,90,55,77,70,84,11.8,1.5,4.8,7.3,2.7,857,493,654,684,629,20.2,23.9,25.7,37.8,13.4,13.4,8105
2023-10-27,28.1,17.7,21.8,24.9,19.2,89,54,78,67,87,12.8,1.7,4.9,8.1,2.2,906,482,657,675,642,22.7,20.5,24,32.9,13.4,13.55,7823
2023-10-28,28.2,17.9,21.9,25,19.4,91,58,81,70,89,11.6,1.3,4.3,7.4,1.8,928,475,644,658,632,19,18.5,27.1,26.1,13.4,13.4,7267
2023-10-29,28.8,18.3,22.4,25.2,20,94,62,83,74,91,10.7,1,3.8,6.6,1.6,906,477,604,573,629,19,18.8,25.3,21.5,13.45,13.45,7212
2023-10-30,28.5,18.3,22,24.6,19.9,94,64,85,78,91,9.9,1,3.3,5.5,1.5,944,481,630,627,633,19.1,19,23.4,21.2,13.45,13.45,7347
2023-10-31,31.2,18.6,23.1,26.1,20.6,93,48,80,69,89,17,1.1,4.9,8.6,1.9,810,483,639,648,631,17.8,17.8,24.4,20.4,13.5,13.5,6337
2023-11-1,29.9,18.7,23.2,26.1,20.8,93,59,81,70,90,12.2,1.1,4.6,8,1.8,908,476,641,646,636,17.8,17.8,24.2,20.3,13.5,13.5,5985
2023-11-2,28.1,18.7,23,25,21.4,93,62,81,71,89,10.6,1.2,4.3,7.1,2.1,681,456,560,503,606,17.8,17.8,23.7,28.1,13.5,13.5,5600
2023-11-3,27.2,19.3,21.8,23.8,20.1,87,73,81,82,80,7,2.3,3.7,4.1,3.5,867,440,574,574,574,20.3,28.7,31.9,43.8,13.55,13.55,3301
2023-11-4,28.4,19.4,22.8,25.2,20.9,91,56,80,69,89,12.4,1.6,4.6,7.8,2.1,916,460,594,594,594,26.4,22.9,27.3,25.9,14.15,14.35,4260
2023-11-5,21.9,18.5,20,20.3,19.7,91,71,82,84,80,5,1.5,3.2,2.9,3.4,630,550,589,585,592,28.7,32.5,44.6,42.9,14.4,14.4,4151
2023-11-6,29,17.8,21.8,24.9,19.4,80,51,67,62,71,13.9,3.3,6.7,9.1,4.8,891,449,618,648,595,31.2,36,30.4,40.7,13.55,14.1,3461
2023-11-7,28.8,16.8,22.4,25,20.4,82,46,70,59,79,15.2,3.1,6.5,10.2,3.7,893,472,613,634,596,32,25.9,28.7,42.1,13.5,14.05,3827
2023-11-8,29.3,19.3,22.3,25.2,20.1,84,55,75,70,79,12.4,2.7,5.3,7.4,3.6,933,492,615,599,627,29.4,27.9,34.2,42,14.45,15.25,3598
2023-11-9,27.1,14.9,19.9,23.7,17,79,63,74,71,76,9.6,2.9,4.8,6.5,3.5,777,523,583,605,566,34.7,19.1,40.6,43.5,17.1,17.45,3602
